Date,Open,High,Low,Close,Adj Close,Volume,Daily Return
2020-01-05,74.17374801635742,75.14749908447266,73.96125030517578,74.72249984741211,72.60580062866211,140901600.0,-0.009722083087509326
2020-01-12,75.43150024414062,76.41999969482421,75.09200134277344,76.06699981689454,73.91221466064454,134018320.0,0.008570585189326806
2020-01-19,78.50250091552735,79.22900085449218,77.99799957275391,78.74749908447265,76.51678466796875,130411120.0,0.005434613967137602
2020-01-26,79.62125015258789,80.11874771118164,79.15499877929688,79.48812675476074,77.23642921447754,115921300.0,-0.00031832253120780973
2020-02-02,79.42900085449219,80.23949890136718,78.27450103759766,79.21800079345704,76.97395629882813,173346960.0,-0.00519434607655298
2020-02-09,79.40349884033203,80.32550048828125,78.65300140380859,79.71000061035156,77.48892211914062,130468240.0,0.007305252909134863
2020-02-16,80.40899963378907,81.24349975585938,80.01150054931641,80.90899963378907,78.80363159179687,98452720.0,0.0031178688552720548
2020-02-23,79.78812408447266,80.5887508392334,78.95749855041504,79.74812316894531,77.6729679107666,119158800.0,-0.009180445939577897
2020-03-01,71.15500183105469,73.45,69.55950012207032,71.28949737548828,69.43444519042968,279607840.0,-0.026292440587599962
2020-03-08,72.99550018310546,74.9604995727539,71.4645004272461,73.64100036621093,71.72475891113281,258760160.0,0.012401741739365636
2020-03-15,66.95550231933593,69.78350067138672,65.25899887084961,67.65699996948243,65.89647598266602,323367920.0,-0.004149427829017838
2020-03-22,61.189999389648435,63.56799850463867,59.30649948120117,60.78800048828125,59.20621032714844,324052720.0,-0.03606091669586324
2020-03-29,60.72300033569336,62.44949951171875,59.23100051879883,61.147500610351564,59.55635528564453,276838000.0,0.016958642002243018
2020-04-05,61.7990005493164,62.87899932861328,60.81999969482422,61.81749954223633,60.20892105102539,167402160.0,-0.004760899545097863
2020-04-12,65.82124900817871,67.015625,64.64437675476074,65.99749946594238,64.28015041351318,183859400.0,0.027116421592446982
2020-04-19,70.13899993896484,71.17150115966797,69.18599853515624,70.71099853515625,68.87100219726562,165909440.0,0.011076132175036469
